titulo,autores,anio,revista,doi,bloque,consulta,fuente_api
"Compositional evolution of magma from Parícutin Volcano, Mexico: The tephra record","Erlund, E.J.; Cashman, K.V.; Wallace, P.J.; Pioli, L.; Rosi, M.; Johnson, E.; Granados, H. Delgado",2010,Journal of Volcanology and Geothermal Research,10.1016/j.jvolgeores.2009.09.015,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
Regional Aspects of Prolonged Meteorological Droughts over Mexico and Central America,"Méndez, Matías; Magaña, Víctor",2010,Journal of Climate,10.1175/2009jcli3080.1,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Cluster of necrotizing enterocolitis in a neonatal intensive care unit: New Mexico, 2007","Wendelboe, Aaron M.; Smelser, Chad; Lucero, Cynthia A.; McDonald, L. Clifford",2010,American Journal of Infection Control,10.1016/j.ajic.2009.06.009,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Response of Small Mammal Populations to Fuel Treatment and Precipitation in a Ponderosa Pine Forest, New Mexico","Bagne, Karen E.; Finch, Deborah M.",2010,Restoration Ecology,10.1111/j.1526-100x.2009.00601.x,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
Clonal diversity and structure related to habitat of the marine angiosperm Thalassia testudinum along the Atlantic coast of Mexico,"van Dijk, Jent Kornelis; van Tussenbroek, Brigitta I.",2010,Aquatic Botany,10.1016/j.aquabot.2009.10.005,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"A case of treponematosis from pre‐Columbian Chaco Canyon, New Mexico","Marden, K.; Ortner, D. J.",2011,International Journal of Osteoarchaeology,10.1002/oa.1103,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
Speciation and Kinetics of Trihalomethane Formation in Drinking Water in Mexico,"Garrido, Sofía E.; Fonseca, M. Guadalupe",2010,Groundwater Monitoring &amp; Remediation,10.1111/j.1745-6592.2009.01256.x,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
A multi-trial diagnostic tool in fin whale (Balaenoptera physalus) skin biopsies of the Pelagos Sanctuary (Mediterranean Sea) and the Gulf of California (Mexico),"Fossi, Maria Cristina; Urban, Jorge; Casini, Silvia; Maltese, Silvia; Spinsanti, Giacomo; Panti, Cristina; Porcelloni, Serena; Panigada, Simone; Lauriano, Giancarlo; Niño-Torres, Carlos; Rojas-Bracho, Lorenzo; Jimenez, Begoña; Muñoz-Arnanz, Juan; Marsili, Letizia",2010,Marine Environmental Research,10.1016/j.marenvres.2009.10.006,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
Mexico in the 1990s: The Main Cross-Sectional Facts,"Binelli, Chiara; Attanasio, Orazio",2010,Review of Economic Dynamics,10.1016/j.red.2009.10.003,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
Isotopic investigation of pre-Hispanic macaw breeding in Northwest Mexico,"Somerville, Andrew D.; Nelson, Ben A.; Knudson, Kelly J.",2010,Journal of Anthropological Archaeology,10.1016/j.jaa.2009.09.003,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Fate of epiphytes on phorophytes with different architectural characteristics along the perturbation gradient of<i>Sabal mexicana</i>forests in Veracruz, Mexico","Aguirre, A.; Guevara, R.; García, M.; López, J.C.",2010,Journal of Vegetation Science,10.1111/j.1654-1103.2009.01131.x,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Screening for CKD and Cardiovascular Disease Risk Factors Using Mobile Clinics in Jalisco, Mexico","Gutierrez-Padilla, Jose Alfonso; Mendoza-Garcia, Martha; Plascencia-Perez, Salvador; Renoirte-Lopez, Karina; Garcia-Garcia, Guillermo; Lloyd, Anita; Tonelli, Marcello",2010,American Journal of Kidney Diseases,10.1053/j.ajkd.2009.07.023,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Obsidian procurement, least cost path analysis, and social interaction in the Mimbres area of southwestern New Mexico","Taliaferro, Matthew S.; Schriever, Bernard A.; Shackley, M. Steven",2010,Journal of Archaeological Science,10.1016/j.jas.2009.10.018,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
Region-wide impairment of Atlantic croaker testicular development and sperm production in the northern Gulf of Mexico hypoxic dead zone,"Thomas, Peter; Rahman, Md. Saydur",2010,Marine Environmental Research,10.1016/j.marenvres.2009.10.017,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
Summer fish communities in northern Gulf of Mexico estuaries: Indices of ecological condition,"Jordan, Stephen J.; Lewis, Michael A.; Harwell, Linda M.; Goodman, Larry R.",2010,Ecological Indicators,10.1016/j.ecolind.2009.09.003,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Osteoporosis, the risk of vertebral fracture, and periodontal disease in an elderly group in Mexico City","Moedano, Diana E.; Irigoyen, Maria E.; Borges-Yáñez, Aida; Flores-Sánchez, Ismael; Rotter, Ricardo C.",2011,Gerodontology,10.1111/j.1741-2358.2009.00342.x,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Molecular identification of the advanced third-stage larvae (ADV L3) of Gnathostoma lamothei in Tabasco, Mexico","Hernández-Gómez, Raúl Enrique; Martínez-Salazar, Elizabeth Aurelia; López-Jiménez, Serapio; León-Règagnon, Virginia",2010,Parasitology International,10.1016/j.parint.2009.10.008,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Daytime bedsite selection by the texan white-tailed deer in xerophyllous brushland, North-eastern Mexico","Gallina, S.; Bello, J.; Verteramo, C.C.; Delfin, C.",2010,Journal of Arid Environments,10.1016/j.jaridenv.2009.09.032,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
Insights into the nature of secondary organic aerosol in Mexico City during the MILAGRO experiment 2006,"Stone, Elizabeth A.; Hedman, Curtis J.; Zhou, Jiabin; Mieritz, Mark; Schauer, James J.",2010,Atmospheric Environment,10.1016/j.atmosenv.2009.10.036,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Late Pleistocene (Rancholabrean) Cynomys (Rodentia, Sciuridae: prairie dog) from northwestern Sonora, Mexico","Mead, Jim I.; White, Richard S.; Baez, Arturo; Hollenshead, Marci G.; Swift, Sandra L.; Carpenter, Mary C.",2010,Quaternary International,10.1016/j.quaint.2009.10.011,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Temporal variation in extrafloral nectar secretion by reproductive tissues of the senita cactus, Pachycereus schottii (Cactaceae), in the Sonoran Desert of Mexico","Holland, J.N.; Chamberlain, S.A.; Horn, K.C.",2010,Journal of Arid Environments,10.1016/j.jaridenv.2009.10.008,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Discrimination between diffuse and point sources of arsenic at Zimapán, Hidalgo state, Mexico","Sracek, Ondra; Armienta, María Aurora; Rodríguez, Ramiro; Villaseñor, Guadalupe",2010,J. Environ. Monit.,10.1039/b911873j,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Rainfall-triggered lahars at Volcán de Colima, Mexico: Surface hydro-repellency as initiation process","Capra, L.; Borselli, L.; Varley, N.; Gavilanes-Ruiz, J.C.; Norini, G.; Sarocchi, D.; Caballero, L.; Cortes, A.",2010,Journal of Volcanology and Geothermal Research,10.1016/j.jvolgeores.2009.10.014,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Oxygen and hydrogen isotopes of rainfall and dripwater at DeSoto Caverns (Alabama, USA): Key to understanding past variability of moisture transport from the Gulf of Mexico","Joe Lambert, W.; Aharon, Paul",2010,Geochimica et Cosmochimica Acta,10.1016/j.gca.2009.10.043,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
First report of the cattle tick Rhipicephalus microplus resistant to ivermectin in Mexico,"Perez-Cogollo, L.C.; Rodriguez-Vivas, R.I.; Ramirez-Cruz, G.T.; Miller, R.J.",2010,Veterinary Parasitology,10.1016/j.vetpar.2009.10.021,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Rare earth elements in corals from the Isla de Sacrificios Reef, Veracruz, Mexico","Kasper-Zubillaga, J.J.; Rosales-Hoz, L.; Bernal, J.P.",2010,Geochemistry,10.1016/j.chemer.2009.09.001,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
Water management and biodiversity conservation interface in Mexico: A geographical analysis,"Díaz-Caravantes, Rolando E.; Scott, Christopher A.",2010,Applied Geography,10.1016/j.apgeog.2009.10.003,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
Mexico at the Vanguard: A New Era in Medicines of Biotechnological Origin,"Boardman, Ernesto Saro",2010,Journal of Generic Medicines: The Business Journal for the Generic Medicines Sector,10.1057/jgm.2009.38,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
Stock market integration in Mexico and Argentina: are short- and long-term considerations different?,"Jawadi, Fredj; Arouri, Mohamed El Hédi; Nguyen, Duc Khuong",2010,Applied Economics Letters,10.1080/13504850903035899,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Short-term environmental variability in cold-water coral habitat at Viosca Knoll, Gulf of Mexico","Davies, Andrew J.; Duineveld, Gerard C.A.; van Weering, Tjeerd C.E.; Mienis, Furu; Quattrini, Andrea M.; Seim, Harvey E.; Bane, John M.; Ross, Steve W.",2010,Deep Sea Research Part I: Oceanographic Research Papers,10.1016/j.dsr.2009.10.012,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
Biology of the subtropical sac-spawning euphausiid Nyctiphanes simplex in the northwestern seas of Mexico: Vertical and horizontal distribution patterns and seasonal variability of brood size,"Gómez-Gutiérrez, Jaime; Tremblay, Nelly; Martínez-Gómez, Samuel; Robinson, Carlos J.; Del Ángel-Rodríguez, Jorge; Rodríguez-Jaramillo, Carmen; Zavala-Hernández, Christian",2010,Deep Sea Research Part II: Topical Studies in Oceanography,10.1016/j.dsr2.2009.10.010,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Biology of the subtropical sac-spawning euphausiid Nyctiphanes simplex in the northwestern seas of Mexico: Interbrood period, gonad development, and lipid content","Gómez-Gutiérrez, Jaime; Rodríguez-Jaramillo, Carmen; Del Ángel-Rodríguez, Jorge; Robinson, Carlos J.; Zavala-Hernández, Christian; Martínez-Gómez, Samuel; Tremblay, Nelly",2010,Deep Sea Research Part II: Topical Studies in Oceanography,10.1016/j.dsr2.2009.10.011,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
Research and development on heat pump systems in Mexico using geothermal energy,"Garcia-Gutierrez, Alfonso; Barragan-Reyes, Rosa M.; Arellano-Gomez, Victor M.",2010,Current Applied Physics,10.1016/j.cap.2009.11.016,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
Signatures of thunderstorms in the variations of the secondary cosmic rays registered in Mexico City,"Alvarez-Castillo, J.; Valdés-Galicia, J.F.",2010,Journal of Atmospheric and Solar-Terrestrial Physics,10.1016/j.jastp.2009.10.006,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
Organochlorine pesticides in soils of Mexico and the potential for soil–air exchange,"Wong, Fiona; Alegria, Henry A.; Bidleman, Terry F.",2010,Environmental Pollution,10.1016/j.envpol.2009.10.013,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Plant and fungal biodiversity from metal mine wastes under remediation at Zimapan, Hidalgo, Mexico","Ortega-Larrocea, María del Pilar; Xoconostle-Cázares, Beatriz; Maldonado-Mendoza, Ignacio E.; Carrillo-González, Rogelio; Hernández-Hernández, Jani; Garduño, Margarita Díaz; López-Meyer, Melina; Gómez-Flores, Lydia; González-Chávez, Ma. del Carmen A.",2010,Environmental Pollution,10.1016/j.envpol.2009.10.034,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"A multi-isotope (δD, δ18O, 87Sr/86Sr, and δ11B) approach for identifying saltwater intrusion and resolving groundwater evolution along the Western Caprock Escarpment of the Southern High Plains, New Mexico","Langman, Jeff B.; Ellis, Andre S.",2010,Applied Geochemistry,10.1016/j.apgeochem.2009.11.004,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
PARKIN-coding polymorphisms are not associated with Parkinson's disease in a population from northeastern Mexico,"Martínez, Héctor R.; González-González, Humberto; Cantú-Martínez, Leonel; Rangel-Guerra, Ricardo; Hernández-Castillo, Carlos D.; Vergara-Saavedra, Juan J.J.; Ramos-Gonzalez, Martin R.; Cerda-Flores, Ricardo M.; Morales-Garza, Marco A.; Guerrero-Muñoz, Marcos J.; Montes-de-Oca-Luna, Roberto; Saucedo-Cárdenas, Odila",2010,Neuroscience Letters,10.1016/j.neulet.2009.11.009,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
Genetic diversity of Taenia solium cysticerci from naturally infected pigs of central Mexico,"Bobes, Raúl J.; Fragoso, Gladis; Reyes-Montes, María del Rocio; Duarte-Escalante, Esperanza; Vega, Rodrigo; de Aluja, Aline S.; Zúñiga, Gerardo; Morales, Julio; Larralde, Carlos; Sciutto, Edda",2010,Veterinary Parasitology,10.1016/j.vetpar.2009.11.001,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
Surface water mitigates the anti-metamorphic effects of perchlorate in New Mexico spadefoot toads (Spea multiplicata) and African clawed frogs (Xenopus laevis),"Brausch, John M.; Wages, Mike; Shannahan, Randi D.; Perry, Gad; Anderson, Todd A.; Maul, Jonathan D.; Mulhearn, Brian; Smith, Philip N.",2010,Chemosphere,10.1016/j.chemosphere.2009.10.049,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
Linking employee attitudes and behaviors with business performance: A comparative analysis of hotels in Mexico and China,"Fisher, Ron; McPhail, Ruth; Menghetti, Gemma",2010,International Journal of Hospitality Management,10.1016/j.ijhm.2009.10.021,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Effects of environmental variability on recruitment and bioeconomic modelling in the Pacific sardine (Sardinops sagax caerulea) fishery from Magdalena Bay, Baja California Sur, Mexico","De Anda-Montañez, Juan Antonio; Ramos-Rodríguez, Alejandro; Martínez-Aguilar, Susana",2010,Scientia Marina,10.3989/scimar.2010.74n1025,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Holocene climate change and human impact, central Mexico: a record based on maar lake pollen and sediment chemistry","Park, Jungjae; Byrne, Roger; Böhnel, Harald; Garza, Roberto Molina; Conserva, Mariaelena",2010,Quaternary Science Reviews,10.1016/j.quascirev.2009.10.017,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Tephrochronology, petrology and geochemistry of Late-Holocene pyroclastic deposits from Volcán de Colima, Mexico","Luhr, James F.; Navarro-Ochoa, Carlos; Savov, Ivan P.",2010,Journal of Volcanology and Geothermal Research,10.1016/j.jvolgeores.2009.11.007,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Geochronology of Bimodal Alkaline Volcanism in the Balcones Igneous Province, Texas: Implications for Cretaceous Intraplate Magmatism in the Northern Gulf of Mexico Magmatic Zone","Griffin, William R.; Foland, Kenneth A.; Stern, Robert J.; Leybourne, Matthew I.",2010,The Journal of Geology,10.1086/648532,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Psychiatric disorders, comorbidity, and suicidality in Mexico","Borges, Guilherme; Nock, Matthew K.; Medina-Mora, Maria Elena; Hwang, Irving; Kessler, Ronald C.",2010,Journal of Affective Disorders,10.1016/j.jad.2009.10.022,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
An anomaly in the occurrence of the month of maximum precipitation distribution in northwest Mexico,"Brito-Castillo, L.; Vivoni, E.R.; Gochis, D.J.; Filonov, A.; Tereshchenko, I.; Monzon, C.",2010,Journal of Arid Environments,10.1016/j.jaridenv.2009.10.014,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
A simulation of the influence of organic and inorganic pollutants on the formation and development of warm clouds over Mexico City,"Kucieńska, Beata; Montero-Martínez, Guillermo; García-García, Fernando",2010,Atmospheric Research,10.1016/j.atmosres.2009.11.011,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Estimation of the paleoepicentral area from the spatial gradient of deformation in lacustrine seismites (Tierras Blancas Basin, Mexico)","Rodríguez-Pascua, M.A.; Garduño-Monroy, V.H.; Israde-Alcántara, I.; Pérez-López, R.",2010,Quaternary International,10.1016/j.quaint.2009.11.006,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Carbon and oxygen isotope evidence for high-frequency (104–105yr) and My-scale glacio-eustasy in Middle Pennsylvanian cyclic carbonates (Gray Mesa Formation), central New Mexico","Elrick, Maya; Scott, Lea Anne",2010,"Palaeogeography, Palaeoclimatology, Palaeoecology",10.1016/j.palaeo.2009.11.023,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
"Length-weight and length-length relationships for nine rocky tidal pool fishes along the Pacific coast of the Baja California Peninsula, Mexico","Ruiz-Campos, G.; Ramírez-Valdez, A.; González-Guzmán, S.; González-Acosta, A. F.; Acosta Zamorano, D.",2010,Journal of Applied Ichthyology,10.1111/j.1439-0426.2009.01344.x,A_colorantes_mercado_mx,colorantes etiquetado Mexico,Crossref
